ORIGIN_AIRPORT,DESTINATION_AIRPORT,route_delay_rate
10423,11618,0.030303030303030304
10423,11697,0.05555555555555555
10423,12191,0.057971014492753624
10423,12206,0.13333333333333333
10423,12266,0.05555555555555555
10423,12478,0.08045977011494253
10423,12889,0.1111111111111111
10423,12892,0.09230769230769231
10423,12896,0.13333333333333333
10423,12954,0.2222222222222222
10423,13204,0.15
10423,13232,0.0196078431372549
10423,13303,0.14285714285714285
10423,13487,0.0
10423,13495,0.16666666666666666
10423,13796,0.05555555555555555
10423,13930,0.11627906976744186
10423,14100,0.2727272727272727
10423,14107,0.060240963855421686
10423,14679,0.12121212121212122
10423,14747,0.0
10423,14771,0.16161616161616163
10423,14831,0.06060606060606061
10423,14869,0.030303030303030304
10423,14908,0.1111111111111111
10423,15016,0.0
10423,15304,0.11764705882352941
10431,10397,0.11235955056179775
10431,11618,0.29411764705882354
10431,13930,0.26153846153846155
10434,10397,0.0
10434,11433,0.09090909090909091
10434,11618,0.0
10434,13930,0.21212121212121213
10469,11433,0.0
10469,13930,0.18840579710144928
10529,10397,0.03418803418803419
10529,10821,0.08943089430894309
10529,11042,0.0
10529,11057,0.08602150537634409
10529,11193,0.1111111111111111
10529,11278,0.07692307692307693
10529,11292,0.0
10529,11298,0.030303030303030304
10529,11433,0.08045977011494253
10529,11618,0.25
10529,11697,0.05555555555555555
10529,12889,0.0
10529,13204,0.07042253521126761
10529,13232,0.058823529411764705
10529,13303,0.125
10529,13487,0.10416666666666667
10529,13930,0.0625
10529,14027,0.2222222222222222
10529,14100,0.0
10529,14492,0.0
10529,14635,0.2222222222222222
10529,14843,0.05555555555555555
10529,15304,0.05555555555555555
10551,10299,0.1875
10561,11292,0.12121212121212122
10561,14107,0.07894736842105263
10561,14771,0.25
10577,11433,0.19444444444444445
10581,11433,0.07142857142857142
10581,12953,0.5
10599,10397,0.06451612903225806
10599,10821,0.09375
10599,11259,0.06060606060606061
10599,11292,0.0
10599,11298,0.1111111111111111
10599,11433,0.16216216216216217
10599,12191,0.06666666666666667
10599,12266,0.09876543209876543
10599,12889,0.05555555555555555
10599,12953,0.21428571428571427
10599,13204,0.12121212121212122
10599,13232,0.05555555555555555
10599,13303,0.2222222222222222
10599,13930,0.12121212121212122
10599,15304,0.09090909090909091
10620,11292,0.09090909090909091
10620,13487,0.08333333333333333
10620,14869,0.0196078431372549
10627,11292,0.12121212121212122
10627,11298,0.2222222222222222
10627,13487,0.1134020618556701
10627,13930,0.05555555555555555
10631,13487,0.027777777777777776
10685,10397,0.0784313725490196
