ORIGIN_AIRPORT,DESTINATION_AIRPORT,route_delay_rate
12889,12191,0.22727272727272727
12889,12264,0.22535211267605634
12889,12266,0.16774193548387098
12889,12278,0.2777777777777778
12889,12339,0.16666666666666666
12889,12478,0.1895734597156398
12889,12892,0.24772313296903462
12889,12896,0.2777777777777778
12889,12898,0.23529411764705882
12889,12954,0.2638888888888889
12889,12992,0.2777777777777778
12889,13158,0.24242424242424243
12889,13198,0.19047619047619047
12889,13204,0.058823529411764705
12889,13232,0.13836477987421383
12889,13303,0.125
12889,13342,0.18518518518518517
12889,13487,0.1346153846153846
12889,13495,0.1388888888888889
12889,13796,0.21164021164021163
12889,13851,0.3333333333333333
12889,13871,0.21568627450980393
12889,13891,0.26666666666666666
12889,13930,0.104
12889,14057,0.1527777777777778
12889,14100,0.17391304347826086
12889,14107,0.21223021582733814
12889,14122,0.1388888888888889
12889,14492,0.05555555555555555
12889,14570,0.16167664670658682
12889,14679,0.24880382775119617
12889,14683,0.208955223880597
12889,14730,0.05555555555555555
12889,14747,0.23943661971830985
12889,14771,0.2631578947368421
12889,14831,0.2
12889,14869,0.1715686274509804
12889,14893,0.1956521739130435
12889,14908,0.175
12889,15016,0.1951219512195122
12889,15304,0.25
12889,15370,0.16666666666666666
12889,15376,0.24074074074074073
12891,11298,0.0136986301369863
12892,10140,0.19607843137254902
12892,10299,0.0
12892,10372,0.16666666666666666
12892,10397,0.13897280966767372
12892,10423,0.16153846153846155
12892,10693,0.17073170731707318
12892,10713,0.1388888888888889
12892,10721,0.12096774193548387
12892,10821,0.1839080459770115
12892,11042,0.19607843137254902
12892,11057,0.19230769230769232
12892,11066,0.03225806451612903
12892,11109,0.18181818181818182
12892,11193,0.03571428571428571
12892,11259,0.15217391304347827
12892,11278,0.09259259259259259
12892,11292,0.18100890207715134
12892,11298,0.13896457765667575
12892,11433,0.14285714285714285
12892,11540,0.21568627450980393
12892,11603,0.05555555555555555
12892,11618,0.14285714285714285
12892,11638,0.15384615384615385
12892,11697,0.22727272727272727
12892,12173,0.1984732824427481
12892,12191,0.2222222222222222
12892,12264,0.11979166666666667
12892,12266,0.1623931623931624
12892,12339,0.10204081632653061
12892,12402,0.07692307692307693
12892,12478,0.1567732115677321
12892,12758,0.14285714285714285
12892,12889,0.22141560798548093
12892,12982,0.15
12892,13198,0.2727272727272727
12892,13204,0.18867924528301888
12892,13232,0.20588235294117646
12892,13244,0.0
12892,13303,0.14285714285714285
12892,13342,0.1111111111111111
12892,13476,0.2028985507246377
12892,13487,0.10119047619047619
12892,13495,0.10638297872340426
12892,13796,0.16766467065868262
12892,13830,0.12781954887218044
12892,13851,0.26666666666666666
12892,13930,0.12076271186440678
12892,14057,0.10756972111553785
12892,14100,0.13861386138613863
12892,14107,0.22305764411027568
12892,14122,0.125
12892,14262,0.2222222222222222
12892,14492,0.21428571428571427
12892,14570,0.15053763440860216
12892,14679,0.10135135135135136
12892,14683,0.10843373493975904
12892,14689,0.1839080459770115
12892,14698,0.20833333333333334
12892,14747,0.11155378486055777
12892,14771,0.2255541069100391
12892,14831,0.08646616541353383
12892,14869,0.10869565217391304
12892,14893,0.1331168831168831
12892,15016,0.18292682926829268
12892,15304,0.2222222222222222
12892,15376,0.1016949152542373
12896,10423,0.0
12896,11259,0.04597701149425287
12896,11292,0.3333333333333333
12896,11298,0.03125
12896,12266,0.09090909090909091
12896,12889,0.16666666666666666
12898,11697,0.125
12898,12889,0.0
12898,13204,0.42857142857142855
12898,13577,0.18181818181818182
12898,13930,0.2222222222222222
12915,11298,0.058823529411764705
12915,12266,0.016129032258064516
12945,10397,0.15671641791044777
12945,11298,0.0
12945,11433,0.0
12945,12266,0.1111111111111111
12945,12953,0.07142857142857142
12945,13930,0.05
12951,10397,0.2463768115942029
12951,11298,0.023255813953488372
12951,12266,0.13
12953,10397,0.12596401028277635
12953,10581,0.5
12953,10599,0.35714285714285715
12953,10693,0.2644628099173554
12953,10721,0.2331288343558282
12953,10785,0.1111111111111111
12953,10792,0.1111111111111111
12953,10868,0.10526315789473684
12953,10874,0.24242424242424243
12953,10990,0.24242424242424243
12953,11042,0.2
12953,11057,0.1796116504854369
12953,11066,0.2878787878787879
12953,11193,0.25
12953,11259,0.14925373134328357
12953,11278,0.2374429223744292
12953,11292,0.10465116279069768
12953,11298,0.17316017316017315
12953,11433,0.20276497695852536
12953,11697,0.17391304347826086
12953,11995,0.2558139534883721
12953,11996,0.0
12953,12191,0.09803921568627451
12953,12266,0.07142857142857142
12953,12451,0.5
12953,12945,0.14285714285714285
12953,13198,0.25
12953,13204,0.15384615384615385
12953,13232,0.21138211382113822
12953,13303,0.16822429906542055
12953,13342,0.09375
12953,13487,0.10526315789473684
12953,13495,0.0967741935483871
12953,13577,0.25
12953,13871,0.35714285714285715
12953,13930,0.1634980988593156
12953,14027,0.14388489208633093
12953,14100,0.0
12953,14122,0.0
12953,14492,0.21568627450980393
12953,14524,0.18382352941176472
12953,14576,0.0
12953,14635,0.2222222222222222
12953,14685,0.2857142857142857
12953,14986,0.16666666666666666
12953,15016,0.18
12953,15304,0.1414141414141414
12953,15919,0.43333333333333335
12954,10423,0.2222222222222222
12954,10721,0.2222222222222222
12954,12478,0.2413793103448276
12954,12889,0.3055555555555556
12954,13796,0.1111111111111111
12954,14057,0.2777777777777778
12954,14747,0.2777777777777778
12954,14771,0.2222222222222222
12954,14869,0.08571428571428572
12954,14893,0.1388888888888889
12982,12173,0.1527777777777778
12982,12892,0.11666666666666667
12982,13796,0.0
12982,13830,0.23809523809523808
12982,14107,0.1875
12982,14679,0.1
12982,14747,0.041666666666666664
12982,14771,0.1111111111111111
12982,14831,0.0
12992,10397,0.01904761904761905
12992,10821,0.058823529411764705
12992,11259,0.07352941176470588
12992,11292,0.09090909090909091
12992,11298,0.09803921568627451
12992,11433,0.0
12992,12266,0.09183673469387756
12992,12889,0.05555555555555555
12992,13232,0.0
12992,13930,0.08264462809917356
12992,14107,0.0
13029,10397,0.1111111111111111
13029,11292,0.1
13029,13487,0.11904761904761904
13029,13930,0.06666666666666667
13061,11298,0.043478260869565216
13061,12266,0.0851063829787234
13076,13487,0.11904761904761904
13076,13930,0.037037037037037035
13127,14869,0.03333333333333333
13158,11259,0.075
13158,11292,0.08196721311475409
13158,11298,0.0
13158,12191,0.12698412698412698
13158,12266,0.09473684210526316
13158,12889,0.06060606060606061
13184,11433,0.11764705882352941
13184,13487,0.0
13184,13930,0.12
13198,10140,0.0
13198,10397,0.031746031746031744
13198,10693,0.07936507936507936
13198,10721,0.030303030303030304
13198,10821,0.0784313725490196
13198,11057,0.14925373134328357
13198,11259,0.09401709401709402
13198,11278,0.0851063829787234
13198,11292,0.13043478260869565
13198,11298,0.07633587786259542
13198,11433,0.07246376811594203
13198,11618,0.2857142857142857
13198,12191,0.030303030303030304
13198,12266,0.12087912087912088
13198,12339,0.09090909090909091
13198,12889,0.14285714285714285
13198,12892,0.09523809523809523
13198,12953,0.16981132075471697
13198,13204,0.08333333333333333
13198,13232,0.07407407407407407
13198,13303,0.0
13198,13342,0.12121212121212122
13198,13487,0.07692307692307693
13198,13495,0.0
13198,13796,0.1111111111111111
13198,13930,0.057692307692307696
13198,14057,0.0
13198,14107,0.09278350515463918
13198,14679,0.0
13198,14747,0.0
13198,14771,0.05555555555555555
13198,14869,0.05555555555555555
13198,15016,0.07575757575757576
13198,15304,0.05555555555555555
13204,10158,0.16666666666666666
13204,10257,0.0
13204,10397,0.07847533632286996
13204,10423,0.125
13204,10529,0.1527777777777778
13204,10599,0.09090909090909091
13204,10693,0.09259259259259259
13204,10721,0.16535433070866143
13204,10732,0.2777777777777778
13204,10792,0.17543859649122806
13204,10821,0.078125
13204,10874,0.1111111111111111
13204,11042,0.16666666666666666
13204,11057,0.23076923076923078
13204,11066,0.027777777777777776
13204,11193,0.07407407407407407
13204,11259,0.037037037037037035
13204,11267,0.05555555555555555
13204,11278,0.17045454545454544
13204,11292,0.07792207792207792
13204,11298,0.03783783783783784
13204,11433,0.0763888888888889
13204,11618,0.14102564102564102
13204,11697,0.08333333333333333
13204,11721,0.16666666666666666
13204,12191,0.029411764705882353
13204,12197,0.1509433962264151
13204,12264,0.10112359550561797
13204,12266,0.06802721088435375
13204,12339,0.027777777777777776
13204,12391,0.07407407407407407
13204,12478,0.24907063197026022
13204,12889,0.16666666666666666
13204,12892,0.047619047619047616
13204,12898,0.2857142857142857
13204,12953,0.15897435897435896
13204,13198,0.08333333333333333
13204,13232,0.07407407407407407
13204,13244,0.0
13204,13296,0.1388888888888889
13204,13303,0.08641975308641975
13204,13342,0.030303030303030304
13204,13487,0.05555555555555555
13204,13495,0.09259259259259259
13204,13930,0.1111111111111111
13204,13931,0.14285714285714285
13204,13933,0.0
13204,14100,0.15315315315315314
13204,14107,0.03508771929824561
13204,14122,0.11666666666666667
13204,14254,0.16666666666666666
13204,14307,0.11363636363636363
13204,14492,0.10256410256410256
13204,14524,0.1111111111111111
13204,14576,0.16666666666666666
13204,14679,0.0
13204,14683,0.0
13204,14730,0.0
13204,14747,0.08333333333333333
13204,14771,0.027777777777777776
13204,14843,0.17088607594936708
13204,14869,0.11594202898550725
13204,15016,0.0
13204,15070,0.23529411764705882
13204,15096,0.16666666666666666
13204,15356,0.0
13230,10397,0.058823529411764705
13230,11057,0.14285714285714285
13230,11433,0.07142857142857142
13230,13930,0.07317073170731707
13232,10140,0.08333333333333333
13232,10257,0.05555555555555555
13232,10397,0.08088235294117647
13232,10423,0.09803921568627451
13232,10529,0.018518518518518517
13232,10599,0.1388888888888889
13232,10693,0.12280701754385964
13232,10721,0.10112359550561797
13232,10792,0.037037037037037035
13232,10821,0.07692307692307693
13232,10994,0.19444444444444445
13232,11042,0.16161616161616163
13232,11057,0.15151515151515152
13232,11066,0.05263157894736842
13232,11259,0.075
13232,11278,0.11764705882352941
13232,11292,0.10135135135135136
13232,11423,0.0625
13232,11433,0.07042253521126761
13232,11618,0.2727272727272727
13232,11697,0.20512820512820512
13232,11996,0.1
13232,12191,0.043859649122807015
13232,12264,0.10526315789473684
13232,12278,0.06060606060606061
13232,12451,0.2222222222222222
13232,12889,0.08227848101265822
13232,12892,0.0784313725490196
13232,12953,0.18333333333333332
13232,12992,0.0
13232,13198,0.044444444444444446
13232,13204,0.1981981981981982
13232,13244,0.0
13232,13296,0.07407407407407407
13232,13487,0.12666666666666668
13232,13495,0.0784313725490196
13232,13796,0.057971014492753624
13232,13851,0.0
13232,13871,0.11494252873563218
13232,13891,0.05555555555555555
13232,13931,0.05555555555555555
13232,14057,0.02857142857142857
13232,14100,0.1919191919191919
13232,14107,0.058333333333333334
13232,14122,0.049019607843137254
13232,14193,0.0
13232,14307,0.16666666666666666
13232,14492,0.1568627450980392
13232,14570,0.1111111111111111
13232,14576,0.12121212121212122
13232,14635,0.10256410256410256
13232,14679,0.09722222222222222
13232,14683,0.05555555555555555
13232,14730,0.07575757575757576
13232,14747,0.2962962962962963
13232,14771,0.058823529411764705
13232,14831,0.0
13232,14869,0.09803921568627451
13232,14893,0.14285714285714285
13232,14908,0.16666666666666666
13232,15016,0.13333333333333333
13232,15304,0.12962962962962962
13232,15370,0.1111111111111111
13232,15376,0.05555555555555555
13241,11298,0.0
13241,14109,0.1
13244,10397,0.06432748538011696
13244,10821,0.3333333333333333
13244,11057,0.1
13244,11193,0.15384615384615385
13244,11259,0.06060606060606061
13244,11292,0.18
13244,11298,0.06666666666666667
13244,11433,0.11627906976744186
13244,11618,0.22033898305084745
13244,12191,0.12121212121212122
13244,12264,0.125
13244,12266,0.05454545454545454
13244,12892,0.0
13244,13204,0.0
13244,13232,0.08333333333333333
13244,13487,0.06451612903225806
13244,13930,0.09154929577464789
13244,15304,0.16666666666666666
13256,11298,0.014492753623188406
13256,12266,0.04477611940298507
13264,11292,0.21212121212121213
13264,14771,0.14285714285714285
13264,14869,0.027777777777777776
13277,10397,0.14728682170542637
13277,11298,0.0392156862745098
13290,11298,0.0
13290,13930,0.05555555555555555
13296,10397,0.0
13296,10821,0.08148148148148149
13296,11433,0.13333333333333333
13296,11618,0.26666666666666666
13296,13204,0.1111111111111111
13296,13232,0.08
13296,13930,0.26666666666666666
13296,15304,0.0
13303,10397,0.06810035842293907
13303,10423,0.14285714285714285
13303,10529,0.1875
13303,10599,0.1111111111111111
13303,10693,0.0
13303,10721,0.10084033613445378
13303,10821,0.06382978723404255
13303,11042,0.09523809523809523
13303,11057,0.043478260869565216
13303,11066,0.3125
13303,11193,0.11538461538461539
13303,11278,0.17721518987341772
13303,11292,0.20833333333333334
13303,11298,0.13705583756345177
13303,11433,0.15555555555555556
13303,11618,0.1791044776119403
13303,11624,0.07142857142857142
13303,11953,0.06060606060606061
13303,12264,0.12244897959183673
13303,12266,0.08552631578947369
13303,12451,0.19047619047619047
13303,12478,0.24607329842931938
13303,12889,0.11267605633802817
13303,12892,0.14814814814814814
13303,12953,0.16875
13303,13198,0.16666666666666666
13303,13204,0.14814814814814814
13303,13487,0.058823529411764705
13303,13495,0.2222222222222222
13303,13930,0.13761467889908258
13303,14100,0.192
13303,14107,0.0
13303,14193,0.0
13303,14492,0.1111111111111111
13303,14524,0.0
13303,14679,0.0
13303,14683,0.14285714285714285
13303,14747,0.125
13303,14771,0.09259259259259259
13303,14843,0.1349206349206349
13303,15016,0.2222222222222222
13303,15024,0.2608695652173913
13303,15027,0.09090909090909091
13303,15249,0.1
13303,15304,0.09259259259259259
13303,15370,0.0
13342,10397,0.05357142857142857
13342,10721,0.15151515151515152
13342,10821,0.11764705882352941
13342,11042,0.09523809523809523
13342,11193,0.034482758620689655
13342,11259,0.0
13342,11278,0.09259259259259259
13342,11292,0.1
13342,11298,0.08064516129032258
13342,11433,0.11764705882352941
13342,11618,0.14754098360655737
13342,12266,0.18181818181818182
13342,12889,0.1111111111111111
13342,12892,0.0
13342,12953,0.15384615384615385
13342,13198,0.06060606060606061
13342,13204,0.030303030303030304
13342,13487,0.07407407407407407
13342,13930,0.14942528735632185
13342,14107,0.07352941176470588
13342,14747,0.08571428571428572
13342,14771,0.1111111111111111
13342,15016,0.06666666666666667
13342,15304,0.16666666666666666
13344,13930,0.16666666666666666
13360,10397,0.043478260869565216
13367,10397,0.1111111111111111
13367,11298,0.0196078431372549
13367,13930,0.057971014492753624
13377,10397,0.14285714285714285
13377,11298,0.058823529411764705
13377,12266,0.08695652173913043
13422,10397,0.1415929203539823
13422,11298,0.0392156862745098
13422,12266,0.04
13422,13930,0.13333333333333333
13433,11292,0.08695652173913043
13433,13487,0.0967741935483871
13459,13930,0.06666666666666667
13476,12892,0.2753623188405797
13476,14107,0.058823529411764705
13476,14771,0.08823529411764706
13485,10397,0.0392156862745098
13485,11292,0.18604651162790697
13485,11298,0.06666666666666667
13485,11433,0.09411764705882353
13485,11618,0.2222222222222222
13485,13487,0.1
13485,13930,0.07329842931937172
13485,14869,0.0
13486,11292,0.22857142857142856
13486,13487,0.0
13486,14869,0.02040816326530612
13487,10140,0.1111111111111111
13487,10141,0.13157894736842105
13487,10257,0.05555555555555555
13487,10299,0.19444444444444445
13487,10397,0.045283018867924525
13487,10408,0.0625
13487,10529,0.0625
13487,10620,0.1111111111111111
13487,10627,0.10204081632653061
13487,10631,0.1111111111111111
13487,10685,0.0
13487,10693,0.10714285714285714
13487,10713,0.09803921568627451
13487,10721,0.09375
13487,10739,0.1
13487,10821,0.11764705882352941
13487,10849,0.05555555555555555
13487,11003,0.027777777777777776
13487,11042,0.3157894736842105
13487,11057,0.04504504504504504
13487,11066,0.0
13487,11193,0.125
13487,11267,0.11764705882352941
13487,11278,0.14285714285714285
13487,11292,0.10509554140127389
13487,11298,0.10884353741496598
13487,11315,0.0
13487,11337,0.125
13487,11423,0.0
13487,11433,0.087248322147651
13487,11618,0.1836734693877551
13487,11637,0.0990990990990991
13487,11697,0.0
13487,11721,0.06060606060606061
13487,11775,0.08695652173913043
13487,11823,0.1111111111111111
13487,11884,0.08571428571428572
13487,11898,0.05660377358490566
13487,11977,0.15384615384615385
13487,11986,0.09375
13487,12003,0.05555555555555555
13487,12129,0.23333333333333334
13487,12156,0.3333333333333333
13487,12264,0.17647058823529413
13487,12266,0.2054794520547945
13487,12278,0.05714285714285714
13487,12335,0.1111111111111111
13487,12339,0.023255813953488372
13487,12343,0.0
13487,12389,0.021739130434782608
13487,12451,0.0
13487,12478,0.1388888888888889
13487,12884,0.06896551724137931
13487,12889,0.15384615384615385
13487,12892,0.11377245508982035
13487,12953,0.08771929824561403
13487,13029,0.023809523809523808
13487,13076,0.07142857142857142
13487,13184,0.0
13487,13198,0.08396946564885496
13487,13204,0.037037037037037035
13487,13232,0.09271523178807947
13487,13244,0.03225806451612903
13487,13303,0.0
13487,13342,0.05303030303030303
13487,13433,0.07936507936507936
13487,13485,0.07352941176470588
13487,13486,0.0
13487,13495,0.0
13487,13851,0.09090909090909091
13487,13871,0.13333333333333333
13487,13930,0.12112676056338029
13487,13931,0.38461538461538464
13487,14057,0.10144927536231885
13487,14100,0.14093959731543623
13487,14107,0.08585858585858586
13487,14122,0.1
13487,14252,0.05555555555555555
13487,14457,0.08
13487,14492,0.09523809523809523
13487,14520,0.027777777777777776
13487,14524,0.4444444444444444
13487,14576,0.07142857142857142
13487,14633,0.0
13487,14635,0.047619047619047616
13487,14679,0.058823529411764705
13487,14683,0.06666666666666667
13487,14696,0.10344827586206896
13487,14730,0.0
13487,14747,0.1346153846153846
13487,14771,0.08666666666666667
13487,14831,0.030303030303030304
13487,14869,0.05747126436781609
13487,14893,0.030303030303030304
13487,14908,0.04081632653061224
13487,15016,0.06164383561643835
13487,15096,0.0
13487,15304,0.0
13487,15356,0.16666666666666666
13487,15370,0.09375
13487,15919,0.1111111111111111
13495,10397,0.09415584415584416
13495,10423,0.05555555555555555
13495,10693,0.08333333333333333
13495,10721,0.16666666666666666
13495,10821,0.16666666666666666
13495,11057,0.10588235294117647
13495,11259,0.047619047619047616
13495,11278,0.14814814814814814
13495,11292,0.10101010101010101
13495,11298,0.014184397163120567
13495,11433,0.0196078431372549
13495,11618,0.18292682926829268
13495,11697,0.2
13495,12191,0.024691358024691357
13495,12264,0.1388888888888889
13495,12266,0.07317073170731707
13495,12478,0.25
13495,12889,0.08333333333333333
13495,12892,0.07216494845360824
13495,12953,0.125
13495,13198,0.2
13495,13204,0.05555555555555555
13495,13232,0.0196078431372549
13495,13303,0.1111111111111111
13495,13487,0.2631578947368421
13495,13796,0.05555555555555555
13495,13930,0.09333333333333334
13495,14100,0.2413793103448276
13495,14107,0.05555555555555555
13495,14679,0.05555555555555555
13495,14683,0.0
13495,14747,0.1111111111111111
13495,14771,0.1111111111111111
13495,14869,0.0
13495,15016,0.0
13495,15304,0.0
13541,12478,0.18181818181818182
13577,10158,0.1111111111111111
13577,10397,0.11904761904761904
13577,10721,0.058823529411764705
13577,10821,0.3333333333333333
13577,11042,0.14285714285714285
13577,11433,0.17142857142857143
13577,11697,0.1111111111111111
13577,12265,0.2857142857142857
13577,12898,0.2727272727272727
13577,12953,0.2222222222222222
13577,13930,0.2222222222222222
13577,14100,0.2222222222222222
13795,10397,0.2727272727272727
13796,10140,0.12
13796,10423,0.1111111111111111
13796,10693,0.1111111111111111
13796,10713,0.1111111111111111
13796,10800,0.14285714285714285
13796,10821,0.1111111111111111
13796,11066,0.1111111111111111
13796,11259,0.24242424242424243
13796,11292,0.17391304347826086
13796,11298,0.05555555555555555
13796,11884,0.1111111111111111
13796,12173,0.0
13796,12191,0.08333333333333333
13796,12266,0.2777777777777778
13796,12478,0.29411764705882354
13796,12758,0.0
13796,12889,0.1875
13796,12892,0.16071428571428573
13796,12954,0.09259259259259259
13796,12982,0.0
13796,13198,0.3333333333333333
13796,13232,0.07246376811594203
13796,13495,0.16666666666666666
13796,13830,0.08333333333333333
13796,13891,0.14912280701754385
13796,13930,0.0
13796,14057,0.06060606060606061
13796,14107,0.15873015873015872
13796,14679,0.15846994535519127
13796,14747,0.1368421052631579
13796,14869,0.13157894736842105
13796,14908,0.09848484848484848
13830,11292,0.0
13830,11298,0.17391304347826086
13830,12173,0.08333333333333333
13830,12402,0.0
13830,12758,0.12962962962962962
13830,12892,0.09701492537313433
13830,12982,0.25396825396825395
13830,13796,0.08333333333333333
13830,13930,0.0
13830,14057,0.04
13830,14107,0.037037037037037035
13830,14679,0.0
13830,14747,0.23333333333333334
13830,14771,0.1111111111111111
13830,14831,0.05555555555555555
13830,14893,0.05555555555555555
13851,10397,0.008620689655172414
13851,10821,0.5555555555555556
13851,11259,0.10416666666666667
13851,11292,0.10344827586206896
13851,11298,0.032467532467532464
13851,11433,0.09090909090909091
13851,11618,0.23529411764705882
13851,12191,0.06060606060606061
13851,12266,0.29411764705882354
13851,12889,0.05555555555555555
13851,12892,0.13333333333333333
13851,13232,0.0
13851,13487,0.09090909090909091
13851,13930,0.08181818181818182
13851,14107,0.16666666666666666
13851,14747,0.05555555555555555
13851,14771,0.05555555555555555
13851,14869,0.030303030303030304
13851,15016,0.18181818181818182
13871,10397,0.04597701149425287
13871,11259,0.0
13871,11292,0.11
13871,11298,0.15151515151515152
13871,11433,0.02127659574468085
13871,11618,0.3181818181818182
13871,12266,0.0625
13871,12889,0.17647058823529413
13871,12953,0.0
13871,13232,0.08045977011494253
13871,13487,0.06666666666666667
13871,13930,0.0891089108910891
13871,14107,0.05660377358490566
13871,14747,0.0
13871,14869,0.058823529411764705
13871,15016,0.058823529411764705
13873,10299,0.20689655172413793
13873,13970,0.5
13891,11292,0.2878787878787879
13891,11298,0.10344827586206896
13891,12266,0.09090909090909091
13891,12889,0.24
13891,13232,0.1111111111111111
13891,13796,0.15384615384615385
13891,14057,0.05555555555555555
13891,14107,0.12987012987012986
13891,14747,0.07547169811320754
13891,14771,0.26277372262773724
13891,14831,0.11594202898550725
13891,14869,0.0392156862745098
13891,14893,0.12612612612612611
13930,10135,0.08888888888888889
13930,10140,0.09803921568627451
13930,10257,0.15
13930,10268,0.030303030303030304
13930,10299,0.15151515151515152
13930,10397,0.14047619047619048
13930,10408,0.1625
13930,10423,0.11805555555555555
13930,10431,0.27419354838709675
13930,10434,0.12121212121212122
13930,10469,0.07246376811594203
13930,10529,0.10416666666666667
13930,10599,0.24242424242424243
13930,10627,0.05555555555555555
13930,10685,0.0392156862745098
13930,10693,0.14732142857142858
13930,10713,0.5151515151515151
13930,10721,0.1468354430379747
13930,10785,0.16666666666666666
13930,10792,0.13432835820895522
13930,10821,0.13372093023255813
13930,10849,0.26666666666666666
13930,10868,0.23333333333333334
13930,10874,0.09090909090909091
13930,10980,0.05555555555555555
13930,10990,0.12962962962962962
13930,10994,0.3088235294117647
13930,11003,0.09375
13930,11042,0.11274509803921569
13930,11057,0.045454545454545456
13930,11066,0.0821917808219178
13930,11067,0.029411764705882353
13930,11076,0.11428571428571428
13930,11109,0.2641509433962264
13930,11111,0.11428571428571428
13930,11146,0.12121212121212122
13930,11193,0.11162790697674418
13930,11203,0.09523809523809523
13930,11267,0.13414634146341464
13930,11274,0.09803921568627451
13930,11278,0.13897280966767372
13930,11292,0.13310580204778158
13930,11298,0.12345679012345678
13930,11337,0.16176470588235295
13930,11423,0.08275862068965517
13930,11433,0.0990990990990991
13930,11471,0.3333333333333333
13930,11537,0.24242424242424243
13930,11540,0.0
13930,11577,0.18181818181818182
13930,11612,0.07692307692307693
13930,11618,0.17391304347826086
13930,11637,0.14782608695652175
13930,11697,0.10112359550561797
13930,11721,0.0784313725490196
13930,11775,0.14414414414414414
13930,11823,0.0975609756097561
13930,11977,0.16447368421052633
13930,11986,0.09392265193370165
13930,11995,0.13333333333333333
13930,11996,0.15151515151515152
13930,12173,0.2777777777777778
13930,12197,0.14893617021276595
13930,12217,0.05555555555555555
13930,12264,0.18446601941747573
13930,12266,0.1593625498007968
13930,12278,0.104
13930,12339,0.0892018779342723
13930,12441,1.0
13930,12448,0.18181818181818182
13930,12451,0.09302325581395349
13930,12478,0.29523809523809524
13930,12884,0.22
13930,12889,0.1862348178137652
13930,12892,0.12
13930,12898,0.05555555555555555
13930,12945,0.11764705882352941
13930,12953,0.16226415094339622
13930,12992,0.10743801652892562
13930,13029,0.19672131147540983
13930,13076,0.05555555555555555
13930,13184,0.23529411764705882
13930,13198,0.1794871794871795
13930,13204,0.15
13930,13230,0.04878048780487805
13930,13244,0.08904109589041095
13930,13290,0.05555555555555555
13930,13296,0.3333333333333333
13930,13303,0.1643835616438356
13930,13342,0.16091954022988506
13930,13344,0.19444444444444445
13930,13367,0.07246376811594203
13930,13422,0.2
13930,13459,0.0
13930,13485,0.10471204188481675
13930,13487,0.1278409090909091
13930,13495,0.2222222222222222
13930,13577,0.3888888888888889
13930,13796,0.05555555555555555
13930,13830,0.0
13930,13851,0.18181818181818182
13930,13871,0.10576923076923077
13930,13931,0.16666666666666666
13930,14006,0.14705882352941177
13930,14027,0.125
13930,14057,0.1702127659574468
13930,14100,0.17891373801916932
13930,14107,0.08979591836734693
13930,14108,0.057971014492753624
13930,14122,0.06666666666666667
13930,14262,0.07142857142857142
13930,14307,0.21212121212121213
13930,14321,0.0
13930,14492,0.104
13930,14524,0.1
13930,14570,0.16666666666666666
13930,14574,0.1875
13930,14576,0.1509433962264151
13930,14633,0.06944444444444445
13930,14635,0.1388888888888889
13930,14679,0.10457516339869281
13930,14683,0.10144927536231885
13930,14685,0.2641509433962264
13930,14696,0.2777777777777778
13930,14711,0.16666666666666666
13930,14730,0.2222222222222222
13930,14747,0.12735849056603774
13930,14771,0.09375
13930,14783,0.05434782608695652
13930,14831,0.12121212121212122
13930,14843,0.24074074074074073
13930,14869,0.0859375
13930,14893,0.15151515151515152
13930,14908,0.1
13930,14952,0.2037037037037037
13930,14986,0.23809523809523808
13930,15016,0.10759493670886076
13930,15048,0.030303030303030304
13930,15096,0.045454545454545456
13930,15295,0.0
13930,15304,0.1282051282051282
13930,15356,0.1111111111111111
13930,15370,0.11016949152542373
13930,15376,0.03125
13930,15380,0.15384615384615385
13930,15412,0.21348314606741572
13930,15919,0.07432432432432433
13931,10397,0.08496732026143791
13931,10821,0.14492753623188406
13931,11057,0.12903225806451613
13931,11298,0.1111111111111111
13931,11433,0.0
13931,11618,0.25
13931,12266,0.1111111111111111
13931,13204,0.047619047619047616
13931,13232,0.027777777777777776
13931,13487,0.46153846153846156
13931,13930,0.19047619047619047
13933,11697,0.2222222222222222
13933,13204,0.0
13964,11292,0.25
13964,14771,0.47368421052631576
13970,10299,0.1
13970,13873,0.16666666666666666
14006,13930,0.08823529411764706
14025,11697,0.42857142857142855
14027,10397,0.05333333333333334
14027,10529,0.2777777777777778
14027,10721,0.3076923076923077
14027,10821,0.15151515151515152
14027,11057,0.10126582278481013
14027,11278,0.08
14027,11298,0.0
14027,11433,0.1111111111111111
14027,11618,0.22549019607843138
14027,12197,0.16666666666666666
14027,12266,0.0
14027,12391,0.17142857142857143
14027,12478,0.2535211267605634
14027,12953,0.12949640287769784
14027,13930,0.06451612903225806
14027,14100,0.1388888888888889
14057,10140,0.06666666666666667
14057,10299,0.0
14057,10397,0.058823529411764705
14057,10721,0.05555555555555555
14057,10800,0.04081632653061224
14057,10849,0.0
14057,11057,0.07142857142857142
14057,11259,0.0
14057,11278,0.05555555555555555
14057,11292,0.10232558139534884
14057,11298,0.05319148936170213
14057,11433,0.0
14057,11618,0.05555555555555555
14057,11638,0.1111111111111111
14057,12173,0.2926829268292683
14057,12264,0.1111111111111111
14057,12266,0.030303030303030304
14057,12478,0.19444444444444445
14057,12889,0.18439716312056736
14057,12892,0.07569721115537849
14057,12954,0.16666666666666666
14057,13198,0.0
14057,13232,0.027777777777777776
14057,13487,0.043478260869565216
14057,13796,0.0707070707070707
14057,13830,0.07692307692307693
14057,13891,0.08333333333333333
