DESTINATION_AIRPORT,destination_delay_rate
12523,0.18229166666666666
12758,0.10088495575221239
12819,0.1792452830188679
12884,0.13953488372093023
12888,0.1111111111111111
12889,0.15761016490943497
12891,0.0273972602739726
12892,0.13907668533899942
12896,0.18253968253968253
12898,0.19117647058823528
12915,0.061946902654867256
12945,0.11884057971014493
12951,0.10196078431372549
12953,0.1609077898180331
12954,0.17685589519650655
12982,0.1375968992248062
12992,0.07201309328968904
13029,0.14534883720930233
13061,0.11965811965811966
13076,0.0625
13127,0.0
13158,0.09943181818181818
13184,0.15
13198,0.13230323515210043
13204,0.1381553769613471
13230,0.08641975308641975
13232,0.08838155515370705
13241,0.08333333333333333
13244,0.10449438202247191
13256,0.050724637681159424
13264,0.12056737588652482
13277,0.1
13290,0.022727272727272728
13296,0.14414414414414414
13303,0.12937771345875543
13342,0.11140235910878113
13344,0.19444444444444445
13360,0.07246376811594203
13367,0.10344827586206896
13377,0.08695652173913043
13422,0.09881422924901186
13433,0.09848484848484848
13459,0.0
13476,0.20588235294117646
13485,0.09292929292929293
13486,0.06
13487,0.10078765471789101
13495,0.1014018691588785
13541,0.0
13577,0.13945578231292516
13795,0.16666666666666666
13796,0.11855670103092783
13830,0.11195445920303605
13851,0.13354037267080746
13871,0.12485811577752554
13873,0.1935483870967742
13891,0.13762376237623763
13930,0.11344773790951639
13931,0.12849162011173185
13933,0.08823529411764706
13964,0.4782608695652174
13970,0.08823529411764706
14006,0.14705882352941177
14025,0.2857142857142857
14027,0.17272727272727273
14057,0.1027190332326284
14098,0.16666666666666666
14100,0.16880159407913464
14107,0.12466702184336707
14108,0.09854014598540146
14109,0.1
14113,0.030303030303030304
14122,0.10780370072405471
14150,0.08333333333333333
14193,0.10071942446043165
14222,0.2
14252,0.09917355371900827
14254,0.19444444444444445
14256,0.2
14262,0.13672922252010725
14307,0.14330708661417324
14321,0.17204301075268819
14457,0.0661764705882353
14487,0.3055555555555556
14489,0.17391304347826086
14492,0.1377347751849744
14520,0.0392156862745098
14524,0.14672216441207075
14543,0.0967741935483871
14570,0.14285714285714285
